RESUMER ZONES HYDROTEL VERSION;4.1.2.0000

UHRH ID; TYPE; ALTITUDE MOYENNE (m); PENTE MOYENNE; ORIENTATION MOYENNE; NB PIXEL; SUPERFICIE (km2); LONGITUDE; LATITUDE
2948;SOUS-BASSIN;147.649994;0.057171;3;20;0.200000;-72.04794;45.80344
2949;SOUS-BASSIN;127.813728;0.022290;3;714;7.140000;-72.11343;45.84589
2950;SOUS-BASSIN;112.981133;0.021615;6;212;2.120000;-72.10132;45.85484
2951;SOUS-BASSIN;151.902115;0.055268;1;756;7.560000;-72.06670;45.82240
2952;SOUS-BASSIN;155.827896;0.040446;4;796;7.960000;-72.06115;45.81168
2953;SOUS-BASSIN;174.795456;0.082433;7;88;0.880000;-72.09296;45.80737
2954;SOUS-BASSIN;138.090912;0.015878;2;33;0.330000;-72.09159;45.80156
2955;SOUS-BASSIN;148.614288;0.033405;7;140;1.400000;-72.10558;45.80444
2956;SOUS-BASSIN;150.553192;0.023501;3;188;1.880000;-72.10808;45.79173
2957;SOUS-BASSIN;139.882355;0.007821;7;17;0.170000;-72.11607;45.80192
2958;SOUS-BASSIN;138.857147;0.003573;1;7;0.070000;-72.11850;45.79916
2959;SOUS-BASSIN;151.926834;0.028708;7;246;2.460000;-72.11797;45.80958
2960;SOUS-BASSIN;139.121216;0.004276;2;33;0.330000;-72.12556;45.80115
2961;SOUS-BASSIN;152.094345;0.019208;6;53;0.530000;-72.13388;45.80972
2962;SOUS-BASSIN;145.057144;0.011438;1;35;0.350000;-72.13993;45.80303
2963;SOUS-BASSIN;155.265305;0.016690;7;49;0.490000;-72.13896;45.81288
2964;SOUS-BASSIN;154.581635;0.015530;8;98;0.980000;-72.14640;45.81310
2965;SOUS-BASSIN;154.055557;0.013411;7;36;0.360000;-72.15005;45.80774
2966;SOUS-BASSIN;164.148468;0.017823;1;229;2.290000;-72.16238;45.80613
2967;SOUS-BASSIN;163.063828;0.013006;8;94;0.940000;-72.16103;45.81338
2968;SOUS-BASSIN;151.870529;0.016132;8;224;2.240000;-72.15449;45.79561
2969;SOUS-BASSIN;173.952484;0.023179;3;1936;19.360001;-72.17009;45.75835
2970;SOUS-BASSIN;171.289551;0.016985;8;335;3.350000;-72.17852;45.79997
2971;SOUS-BASSIN;139.000000;0.002500;1;1;0.010000;-72.12146;45.79961
2972;SOUS-BASSIN;139.125000;0.003439;2;8;0.080000;-72.12320;45.79899
2973;SOUS-BASSIN;160.487534;0.018033;1;441;4.410000;-72.14435;45.77350
2974;SOUS-BASSIN;153.967285;0.025091;4;489;4.890000;-72.12760;45.78250
2975;SOUS-BASSIN;157.714279;0.033051;7;14;0.140000;-72.13293;45.76952
2976;SOUS-BASSIN;183.625717;0.043558;5;350;3.500000;-72.11781;45.76451
2977;SOUS-BASSIN;203.920609;0.070739;2;592;5.920000;-72.13966;45.74170
2978;SOUS-BASSIN;193.607849;0.078390;4;459;4.590000;-72.12690;45.74123
2979;SOUS-BASSIN;253.558136;0.048798;3;129;1.290000;-72.13476;45.71194
2980;SOUS-BASSIN;182.791885;0.036160;1;394;3.940000;-72.10440;45.77021
2981;SOUS-BASSIN;207.727188;0.040391;4;1041;10.410000;-72.08167;45.76962
2982;SOUS-BASSIN;185.000000;0.053151;5;1;0.010000;-72.09461;45.75623
2983;SOUS-BASSIN;235.541672;0.082624;4;24;0.240000;-72.08848;45.75287
2984;SOUS-BASSIN;230.787231;0.047030;2;517;5.170000;-72.11227;45.72371
2985;SOUS-BASSIN;262.815674;0.065062;5;1199;11.990000;-72.09350;45.73004
2986;SOUS-BASSIN;299.906677;0.063882;4;75;0.750000;-72.08843;45.70755
2987;SOUS-BASSIN;170.000000;0.037547;3;107;1.070000;-72.08201;45.78962
2988;SOUS-BASSIN;143.205124;0.014729;4;39;0.390000;-72.08657;45.79732
2989;SOUS-BASSIN;208.364105;0.031481;4;195;1.950000;-72.06909;45.78386
2990;SOUS-BASSIN;130.699997;0.020742;2;40;0.400000;-72.09273;45.83851
2991;SOUS-BASSIN;123.849998;0.020277;4;20;0.200000;-72.08744;45.84063
2992;SOUS-BASSIN;167.989822;0.030528;3;393;3.930000;-72.08282;45.82300
2993;SOUS-BASSIN;140.772980;0.027739;3;925;9.250000;-72.13163;45.83193
2994;SOUS-BASSIN;128.591248;0.016911;5;800;8.000000;-72.13584;45.84525
2995;SOUS-BASSIN;145.790695;0.016394;5;43;0.430000;-72.11076;45.82398
2996;SOUS-BASSIN;132.707489;0.015836;3;841;8.410000;-72.18419;45.83438
2997;SOUS-BASSIN;108.724831;0.006484;4;149;1.490000;-72.17236;45.85945
2998;SOUS-BASSIN;136.240601;0.018285;3;665;6.650000;-72.16269;45.83224
2999;SOUS-BASSIN;111.585152;0.008371;1;229;2.290000;-72.23875;45.85345
3000;SOUS-BASSIN;115.339447;0.008480;3;327;3.270000;-72.23529;45.84451
3001;SOUS-BASSIN;127.375000;0.016536;2;56;0.560000;-72.24916;45.83099
3002;SOUS-BASSIN;99.721214;0.006048;4;165;1.650000;-72.22022;45.93334
3003;SOUS-BASSIN;93.415382;0.006137;5;65;0.650000;-72.22375;45.94976
3004;SOUS-BASSIN;111.300957;0.005994;4;2399;23.990000;-72.15862;45.91470
3005;SOUS-BASSIN;100.501434;0.006210;3;349;3.490000;-72.19593;45.95318
3006;SOUS-BASSIN;101.637657;0.006127;6;632;6.320000;-72.19551;45.96272
3007;SOUS-BASSIN;102.000000;0.002500;3;1;0.010000;-72.16266;45.95869
3008;SOUS-BASSIN;105.364586;0.005386;7;96;0.960000;-72.16758;45.96622
3009;SOUS-BASSIN;107.092392;0.007491;5;184;1.840000;-72.15366;45.96546
3010;SOUS-BASSIN;106.447525;0.004816;2;505;5.050000;-72.16591;45.93509
3011;SOUS-BASSIN;115.861542;0.007522;5;2015;20.150000;-72.12931;45.94316
3012;SOUS-BASSIN;122.189896;0.009684;5;990;9.900000;-72.11887;45.91305
3013;SOUS-BASSIN;88.574989;0.009658;2;1767;17.670000;-72.35105;45.96950
3014;SOUS-BASSIN;92.112625;0.007197;4;2575;25.750000;-72.30409;45.95910
3015;SOUS-BASSIN;84.168541;0.004412;3;89;0.890000;-72.32150;45.96691
3016;SOUS-BASSIN;65.451897;0.013001;2;343;3.430000;-72.47508;46.01292
3017;SOUS-BASSIN;60.472103;0.012288;5;233;2.330000;-72.46545;46.01992
3018;SOUS-BASSIN;81.990936;0.006338;2;1434;14.340000;-72.41059;45.95367
3019;SOUS-BASSIN;83.577225;0.011273;5;1774;17.740000;-72.41037;45.97792
3020;SOUS-BASSIN;96.806946;0.005363;3;979;9.790000;-72.37580;45.91039
3021;SOUS-BASSIN;97.476189;0.006394;5;2562;25.620001;-72.34060;45.92222
3022;SOUS-BASSIN;107.517998;0.004998;4;639;6.390000;-72.34702;45.88661
3023;SOUS-BASSIN;78.272591;0.006168;2;1948;19.480000;-72.46552;45.93663
3024;SOUS-BASSIN;79.837250;0.006602;5;3705;37.049999;-72.43967;45.94070
3025;SOUS-BASSIN;97.727036;0.006901;4;1546;15.460000;-72.41070;45.88820
3026;SOUS-BASSIN;37.863636;0.008979;1;154;1.540000;-72.59189;46.10197
3027;SOUS-BASSIN;42.732800;0.007434;4;625;6.250000;-72.57168;46.09065
3028;SOUS-BASSIN;45.046631;0.005483;4;386;3.860000;-72.57994;46.08119
3029;SOUS-BASSIN;37.580746;0.009177;4;322;3.220000;-72.57211;46.14530
3030;SOUS-BASSIN;27.799999;0.026165;6;10;0.100000;-72.58332;46.15544
3031;SOUS-BASSIN;32.857143;0.014371;5;14;0.140000;-72.57689;46.15669
3032;SOUS-BASSIN;16.702532;0.007572;2;158;1.580000;-72.66679;46.18113
3033;SOUS-BASSIN;19.065088;0.008350;5;169;1.690000;-72.65614;46.18416
3034;SOUS-BASSIN;32.916092;0.005784;4;1013;10.130000;-72.63366;46.16286
3035;SOUS-BASSIN;13.118467;0.005709;2;287;2.870000;-72.86344;46.09870
3036;SOUS-BASSIN;18.048628;0.004516;5;1275;12.750000;-72.83572;46.09538
3037;SOUS-BASSIN;20.371429;0.005194;5;35;0.350000;-72.82743;46.08394
3038;SOUS-BASSIN;10.212644;0.004218;2;348;3.480000;-72.90341;46.10012
3039;SOUS-BASSIN;9.918079;0.005414;6;354;3.540000;-72.89471;46.10403
3040;SOUS-BASSIN;15.062827;0.006522;3;191;1.910000;-72.85581;46.07686
3041;SOUS-BASSIN;13.014218;0.005406;5;211;2.110000;-72.85493;46.08690
3042;SOUS-BASSIN;15.158731;0.012865;3;63;0.630000;-72.83086;46.06933
3043;SOUS-BASSIN;17.163841;0.009899;6;177;1.770000;-72.82786;46.07578
3044;SOUS-BASSIN;19.428572;0.011543;2;91;0.910000;-72.81200;46.05992
3045;SOUS-BASSIN;22.809383;0.006876;5;341;3.410000;-72.80285;46.07241
3046;SOUS-BASSIN;30.688313;0.008597;4;154;1.540000;-72.78659;46.06367
3047;SOUS-BASSIN;15.555555;0.023009;7;9;0.090000;-72.80187;46.06250
3048;SOUS-BASSIN;24.852942;0.010111;5;68;0.680000;-72.79661;46.06900
3049;SOUS-BASSIN;26.962025;0.015264;3;395;3.950000;-72.79501;46.04733
3050;SOUS-BASSIN;29.130032;0.020923;5;323;3.230000;-72.77807;46.05311
3051;SOUS-BASSIN;30.012579;0.016138;1;159;1.590000;-72.78020;46.03413
3052;SOUS-BASSIN;27.552238;0.025081;5;134;1.340000;-72.77011;46.03123
3053;SOUS-BASSIN;32.765026;0.009041;1;183;1.830000;-72.78146;46.01119
3054;SOUS-BASSIN;36.041176;0.010075;4;340;3.400000;-72.76867;46.00265
3055;SOUS-BASSIN;40.276550;0.004757;4;904;9.040000;-72.77004;45.98232
3056;SOUS-BASSIN;38.287910;0.008133;3;455;4.550000;-72.74991;45.99945
3057;SOUS-BASSIN;35.352093;0.009635;5;693;6.930000;-72.74361;46.01290
3058;SOUS-BASSIN;47.614803;0.004896;3;1189;11.890000;-72.70102;45.96473
3059;SOUS-BASSIN;45.841373;0.005765;5;933;9.330000;-72.69331;45.98173
3060;SOUS-BASSIN;72.221107;0.005541;4;3894;38.939999;-72.59654;45.92567
3061;SOUS-BASSIN;56.857971;0.005748;5;690;6.900000;-72.64553;45.96240
3062;SOUS-BASSIN;68.371071;0.004420;4;159;1.590000;-72.60408;45.95310
3063;SOUS-BASSIN;67.753090;0.004327;7;81;0.810000;-72.61050;45.95718
3064;SOUS-BASSIN;68.491524;0.004522;6;59;0.590000;-72.59687;45.96292
3065;SOUS-BASSIN;34.904846;0.012547;3;1114;11.140000;-72.71984;46.01622
3066;SOUS-BASSIN;34.677525;0.014546;6;1228;12.280000;-72.71895;46.03450
3067;SOUS-BASSIN;38.635513;0.020778;3;428;4.280000;-72.65461;46.00118
3068;SOUS-BASSIN;46.533459;0.008252;5;2152;21.520000;-72.63439;46.01786
3069;SOUS-BASSIN;52.472729;0.017996;5;55;0.550000;-72.61435;46.00043
3070;SOUS-BASSIN;41.291668;0.031977;7;24;0.240000;-72.62773;46.00193
3071;SOUS-BASSIN;49.818180;0.032469;6;11;0.110000;-72.62346;46.00292
3072;SOUS-BASSIN;59.595882;0.016350;3;777;7.770000;-72.59895;45.97513
3073;SOUS-BASSIN;60.145290;0.014354;6;881;8.810000;-72.58882;45.98879
3074;SOUS-BASSIN;70.521034;0.008991;3;1236;12.360000;-72.54604;45.94290
3075;SOUS-BASSIN;67.474190;0.007066;6;1240;12.400000;-72.52470;45.96224
3076;SOUS-BASSIN;66.947365;0.008818;3;114;1.140000;-72.49937;45.93079
3077;SOUS-BASSIN;69.869568;0.007293;5;506;5.060000;-72.49115;45.94141
3078;SOUS-BASSIN;69.333336;0.006669;4;3;0.030000;-72.48677;45.92734
3079;SOUS-BASSIN;73.272728;0.006711;5;33;0.330000;-72.47980;45.92783
3080;SOUS-BASSIN;77.285362;0.008651;1;410;4.100000;-72.50750;45.91193
3081;SOUS-BASSIN;76.262497;0.011598;4;480;4.800000;-72.48191;45.91282
3082;SOUS-BASSIN;82.902405;0.007315;8;748;7.480000;-72.52408;45.88950
3083;SOUS-BASSIN;77.251144;0.007880;4;219;2.190000;-72.50544;45.88767
3084;SOUS-BASSIN;82.925568;0.004561;1;833;8.330000;-72.54200;45.87116
3085;SOUS-BASSIN;84.559334;0.007129;5;1146;11.460000;-72.49196;45.85931
3086;SOUS-BASSIN;83.352478;0.006513;1;1149;11.490000;-72.55715;45.84430
3087;SOUS-BASSIN;78.998596;0.004719;4;711;7.110000;-72.53398;45.83202
3088;SOUS-BASSIN;83.404526;0.004959;1;1943;19.430000;-72.57501;45.80464
3089;SOUS-BASSIN;94.539001;0.009654;5;1705;17.049999;-72.52470;45.77653
3090;SOUS-BASSIN;115.664200;0.013045;5;405;4.050000;-72.50813;45.74671
3091;SOUS-BASSIN;100.574745;0.012994;2;990;9.900000;-72.50116;45.78135
3092;SOUS-BASSIN;104.846535;0.008706;5;3056;30.559999;-72.47248;45.78791
3093;SOUS-BASSIN;117.334579;0.011231;1;535;5.350000;-72.46971;45.74209
3094;SOUS-BASSIN;112.656387;0.009302;5;227;2.270000;-72.45076;45.73895
3095;SOUS-BASSIN;126.442406;0.009894;4;816;8.160000;-72.41297;45.71305
3096;SOUS-BASSIN;141.851868;0.010898;6;2032;20.320000;-72.38595;45.74501
3097;SOUS-BASSIN;131.934784;0.010855;4;46;0.460000;-72.38177;45.72555
3098;SOUS-BASSIN;130.338989;0.009021;7;59;0.590000;-72.38732;45.73236
3099;SOUS-BASSIN;144.225800;0.016009;5;62;0.620000;-72.36725;45.73509
3100;SOUS-BASSIN;148.692978;0.011998;6;228;2.280000;-72.36525;45.74022
3101;SOUS-BASSIN;159.744186;0.017399;5;43;0.430000;-72.35621;45.73820
3102;SOUS-BASSIN;161.056244;0.024879;4;320;3.200000;-72.35515;45.72352
3103;SOUS-BASSIN;165.767075;0.019011;6;498;4.980000;-72.34388;45.73261
3104;SOUS-BASSIN;185.107468;0.024466;4;670;6.700000;-72.32030;45.72038
3105;SOUS-BASSIN;139.451248;0.012748;3;359;3.590000;-72.38305;45.70612
3106;SOUS-BASSIN;162.779526;0.022015;5;1914;19.139999;-72.34382;45.69853
3107;SOUS-BASSIN;149.972229;0.016362;3;36;0.360000;-72.36979;45.69638
3108;SOUS-BASSIN;121.656769;0.010454;1;1078;10.780000;-72.48584;45.72588
3109;SOUS-BASSIN;117.126312;0.007686;4;95;0.950000;-72.44603;45.71795
3110;SOUS-BASSIN;116.012497;0.006783;2;80;0.800000;-72.46155;45.71783
3111;SOUS-BASSIN;106.000000;0.002500;4;1;0.010000;-72.45569;45.75217
3112;SOUS-BASSIN;125.007240;0.010574;5;967;9.670000;-72.42568;45.74968
3113;SOUS-BASSIN;115.095184;0.009757;4;1660;16.600000;-72.44215;45.79916
3114;SOUS-BASSIN;93.259323;0.006745;5;1743;17.430000;-72.48064;45.82978
3115;SOUS-BASSIN;111.012146;0.006320;5;247;2.470000;-72.44058;45.80818
3116;SOUS-BASSIN;76.123375;0.012914;2;154;1.540000;-72.49448;45.88900
3117;SOUS-BASSIN;80.291969;0.013098;5;274;2.740000;-72.48429;45.89586
3118;LAC;90.876236;0.013686;4;808;8.080000;-72.41039;45.85673
3119;SOUS-BASSIN;87.724792;0.014434;2;367;3.670000;-72.47201;45.86660
3120;SOUS-BASSIN;109.006340;0.008366;5;789;7.890000;-72.34220;45.84553
3121;SOUS-BASSIN;108.747826;0.021819;2;230;2.300000;-72.36836;45.83576
3122;SOUS-BASSIN;105.532021;0.007562;3;1171;11.710000;-72.40889;45.84293
3123;SOUS-BASSIN;96.628273;0.010241;6;764;7.640000;-72.43286;45.87200
3124;SOUS-BASSIN;99.807014;0.008219;6;57;0.570000;-72.38061;45.85856
3125;SOUS-BASSIN;106.900002;0.014038;1;10;0.100000;-72.38412;45.84433
3126;SOUS-BASSIN;113.921425;0.008702;4;140;1.400000;-72.38245;45.83397
3127;SOUS-BASSIN;111.288139;0.004953;2;59;0.590000;-72.38990;45.83705
3128;SOUS-BASSIN;96.000000;0.003752;3;2;0.020000;-72.35350;45.82768
3129;SOUS-BASSIN;124.442467;0.013282;2;956;9.560000;-72.37196;45.80311
3130;SOUS-BASSIN;127.997353;0.011810;4;755;7.550000;-72.34279;45.79233
3131;SOUS-BASSIN;136.369858;0.015320;1;73;0.730000;-72.35683;45.78167
3132;SOUS-BASSIN;148.147232;0.016833;3;163;1.630000;-72.34969;45.77115
3133;SOUS-BASSIN;148.743835;0.011043;1;527;5.270000;-72.36838;45.77083
3134;SOUS-BASSIN;135.399994;0.016479;2;20;0.200000;-72.34748;45.77880
3135;SOUS-BASSIN;134.676468;0.017535;4;34;0.340000;-72.34160;45.77886
3136;SOUS-BASSIN;159.731186;0.016549;3;186;1.860000;-72.33899;45.76587
3137;SOUS-BASSIN;99.000000;0.021546;1;4;0.040000;-72.35489;45.82404
3138;SOUS-BASSIN;97.714287;0.005358;4;7;0.070000;-72.35280;45.82519
3139;SOUS-BASSIN;106.333336;0.011643;5;45;0.450000;-72.34275;45.82576
3140;SOUS-BASSIN;99.375000;0.010085;6;8;0.080000;-72.34977;45.82452
3141;SOUS-BASSIN;98.333336;0.016609;8;3;0.030000;-72.35041;45.82611
3142;SOUS-BASSIN;111.565216;0.024200;2;184;1.840000;-72.34775;45.81340
3143;SOUS-BASSIN;103.078316;0.011139;6;166;1.660000;-72.33834;45.82107
3144;SOUS-BASSIN;111.726624;0.011895;3;984;9.840000;-72.30390;45.82411
3145;SOUS-BASSIN;112.513275;0.016242;5;1356;13.560000;-72.28941;45.83180
3146;SOUS-BASSIN;121.000000;0.022171;2;54;0.540000;-72.29648;45.80571
3147;SOUS-BASSIN;111.333336;0.033617;3;9;0.090000;-72.29043;45.80625
3148;SOUS-BASSIN;118.062897;0.016598;2;159;1.590000;-72.29294;45.80004
3149;SOUS-BASSIN;116.775826;0.013226;5;455;4.550000;-72.26710;45.81129
3150;SOUS-BASSIN;135.966400;0.029395;2;625;6.250000;-72.27002;45.77515
3151;SOUS-BASSIN;109.247055;0.008705;6;255;2.550000;-72.26602;45.79489
3152;SOUS-BASSIN;131.662598;0.012108;6;246;2.460000;-72.23907;45.80222
3153;SOUS-BASSIN;114.142860;0.010858;8;56;0.560000;-72.25549;45.79401
3154;SOUS-BASSIN;131.646469;0.012521;6;198;1.980000;-72.24711;45.80840
3155;SOUS-BASSIN;116.058823;0.031703;3;34;0.340000;-72.25413;45.77956
3156;SOUS-BASSIN;107.349998;0.012296;6;20;0.200000;-72.25131;45.78423
3157;SOUS-BASSIN;114.666664;0.039907;5;3;0.030000;-72.24585;45.78443
3158;SOUS-BASSIN;111.888885;0.031775;7;9;0.090000;-72.24787;45.78497
3159;SOUS-BASSIN;122.250000;0.012411;5;8;0.080000;-72.24394;45.78955
3160;SOUS-BASSIN;121.120003;0.019137;7;25;0.250000;-72.24656;45.79017
3161;SOUS-BASSIN;142.245529;0.011929;6;224;2.240000;-72.22274;45.80258
3162;SOUS-BASSIN;146.527054;0.014180;3;499;4.990000;-72.20409;45.77941
3163;SOUS-BASSIN;148.766342;0.021489;6;612;6.120000;-72.21042;45.79510
3164;SOUS-BASSIN;155.296295;0.016185;6;162;1.620000;-72.18633;45.78577
3165;SOUS-BASSIN;118.881821;0.025398;2;110;1.100000;-72.24659;45.77470
3166;SOUS-BASSIN;116.384613;0.030545;5;78;0.780000;-72.23993;45.77999
3167;SOUS-BASSIN;131.979996;0.018403;4;50;0.500000;-72.22340;45.77454
3168;SOUS-BASSIN;131.161911;0.015056;6;105;1.050000;-72.22643;45.77943
3169;SOUS-BASSIN;148.336731;0.016736;5;98;0.980000;-72.20932;45.77606
3170;SOUS-BASSIN;135.190613;0.029144;2;362;3.620000;-72.24960;45.76245
3171;SOUS-BASSIN;125.408333;0.036384;5;120;1.200000;-72.22797;45.76912
3172;SOUS-BASSIN;138.787231;0.026301;4;47;0.470000;-72.21380;45.76067
3173;SOUS-BASSIN;142.333328;0.022062;6;159;1.590000;-72.21177;45.76804
3174;SOUS-BASSIN;161.696838;0.021394;5;221;2.210000;-72.19815;45.76099
3175;SOUS-BASSIN;124.633095;0.029494;1;278;2.780000;-72.23286;45.74970
3176;SOUS-BASSIN;147.562149;0.037516;5;523;5.230000;-72.21283;45.74676
3177;SOUS-BASSIN;150.783447;0.032078;1;1450;14.500000;-72.26162;45.73288
3178;SOUS-BASSIN;145.258286;0.046735;4;573;5.730000;-72.24671;45.71296
3179;SOUS-BASSIN;154.103455;0.018317;7;29;0.290000;-72.27238;45.70257
3180;SOUS-BASSIN;151.189194;0.021983;1;37;0.370000;-72.27441;45.69769
3181;SOUS-BASSIN;176.759399;0.017491;6;133;1.330000;-72.27894;45.71587
3182;SOUS-BASSIN;161.054550;0.020833;7;55;0.550000;-72.28024;45.70717
3183;SOUS-BASSIN;176.058823;0.017252;8;17;0.170000;-72.28237;45.71418
3184;SOUS-BASSIN;181.849808;0.022156;7;526;5.260000;-72.29531;45.72052
3185;SOUS-BASSIN;167.315216;0.020938;2;276;2.760000;-72.29226;45.69849
3186;SOUS-BASSIN;170.814819;0.026789;1;81;0.810000;-72.29956;45.70657
3187;SOUS-BASSIN;160.549088;0.019908;1;275;2.750000;-72.28077;45.68595
3188;SOUS-BASSIN;170.449646;0.031540;5;427;4.270000;-72.26429;45.68116
3189;SOUS-BASSIN;171.677414;0.009881;7;186;1.860000;-72.29933;45.68398
3190;SOUS-BASSIN;173.291138;0.020151;2;237;2.370000;-72.29559;45.67446
3191;SOUS-BASSIN;184.767960;0.017527;2;724;7.240000;-72.32419;45.66246
3192;SOUS-BASSIN;167.103851;0.017395;2;260;2.600000;-72.28087;45.66146
3193;SOUS-BASSIN;166.797760;0.016651;6;267;2.670000;-72.26227;45.66331
3194;SOUS-BASSIN;165.214279;0.015855;3;154;1.540000;-72.25455;45.64526
3195;SOUS-BASSIN;162.949158;0.011538;6;118;1.180000;-72.24992;45.65381
3196;SOUS-BASSIN;185.471222;0.041353;4;278;2.780000;-72.22466;45.65320
3197;SOUS-BASSIN;173.461533;0.015212;7;572;5.720000;-72.24224;45.67170
3198;SOUS-BASSIN;182.828568;0.032638;6;385;3.850000;-72.22166;45.67190
3199;SOUS-BASSIN;185.088242;0.033471;2;510;5.100000;-72.25790;45.62101
3200;SOUS-BASSIN;186.455154;0.042076;5;446;4.460000;-72.24216;45.63178
3201;SOUS-BASSIN;220.529419;0.073422;5;153;1.530000;-72.21905;45.62458
3202;SOUS-BASSIN;197.494385;0.039804;8;89;0.890000;-72.23207;45.63077
3203;SOUS-BASSIN;220.720932;0.084434;6;301;3.010000;-72.21762;45.63658
3204;SOUS-BASSIN;171.388885;0.016249;1;18;0.180000;-72.23328;45.61536
3205;SOUS-BASSIN;189.500000;0.065655;5;60;0.600000;-72.22597;45.61713
3206;SOUS-BASSIN;227.294968;0.036456;3;834;8.340000;-72.20511;45.59289
3207;SOUS-BASSIN;215.171432;0.049361;7;315;3.150000;-72.21184;45.61409
3208;SOUS-BASSIN;197.448273;0.026416;6;29;0.290000;-72.20220;45.60850
3209;SOUS-BASSIN;206.338593;0.038764;1;1899;18.990000;-72.27499;45.58688
3210;SOUS-BASSIN;231.201431;0.035433;4;2646;26.459999;-72.22776;45.57210
3211;SOUS-BASSIN;238.506500;0.049077;1;77;0.770000;-72.26921;45.55267
3212;SOUS-BASSIN;210.600006;0.007491;2;5;0.050000;-72.25811;45.55167
3213;SOUS-BASSIN;249.491165;0.031035;1;509;5.090000;-72.28243;45.54388
3214;SOUS-BASSIN;216.655548;0.011965;1;90;0.900000;-72.26163;45.54260
3215;SOUS-BASSIN;237.022217;0.034100;4;315;3.150000;-72.24605;45.54126
3216;SOUS-BASSIN;226.192307;0.015405;2;26;0.260000;-72.26387;45.53579
3217;SOUS-BASSIN;176.641922;0.014050;8;1145;11.450000;-72.30706;45.64518
3218;SOUS-BASSIN;175.022491;0.018942;3;667;6.670000;-72.27661;45.63602
3219;SOUS-BASSIN;188.637665;0.034404;3;770;7.700000;-72.30082;45.61977
3220;SOUS-BASSIN;150.548691;0.051474;2;842;8.420000;-72.23006;45.70895
3221;SOUS-BASSIN;154.226761;0.054275;5;538;5.380000;-72.20989;45.72503
3222;SOUS-BASSIN;227.913223;0.090703;4;484;4.840000;-72.17047;45.70989
3223;SOUS-BASSIN;179.348984;0.055974;7;490;4.900000;-72.18616;45.71795
3224;SOUS-BASSIN;221.613632;0.068057;6;308;3.080000;-72.15346;45.72835
3225;SOUS-BASSIN;193.061142;0.069971;3;1374;13.740000;-72.20568;45.66948
3226;SOUS-BASSIN;182.835358;0.080949;5;413;4.130000;-72.18826;45.69660
3227;SOUS-BASSIN;215.866226;0.065645;6;299;2.990000;-72.16696;45.69291
3228;SOUS-BASSIN;131.750000;0.065325;8;12;0.120000;-72.18275;45.68165
3229;SOUS-BASSIN;192.056915;0.091367;7;123;1.230000;-72.17790;45.69215
3230;SOUS-BASSIN;190.196167;0.078346;2;469;4.690000;-72.17773;45.66336
3231;SOUS-BASSIN;141.451157;0.059154;6;215;2.150000;-72.16881;45.67432
3232;SOUS-BASSIN;209.191544;0.051712;5;449;4.490000;-72.12865;45.68570
3233;SOUS-BASSIN;210.497437;0.058208;7;780;7.800000;-72.14553;45.69242
3234;SOUS-BASSIN;261.598633;0.046413;5;294;2.940000;-72.10656;45.70004
3235;SOUS-BASSIN;160.019043;0.064299;2;105;1.050000;-72.15737;45.65989
3236;SOUS-BASSIN;139.063995;0.043204;5;125;1.250000;-72.14481;45.66679
3237;SOUS-BASSIN;155.393448;0.046045;4;488;4.880000;-72.10313;45.65456
3238;SOUS-BASSIN;184.882965;0.041319;7;1068;10.680000;-72.11314;45.67141
3239;SOUS-BASSIN;204.244217;0.064578;7;692;6.920000;-72.08090;45.68047
3240;SOUS-BASSIN;140.500000;0.071087;1;38;0.380000;-72.15034;45.65641
3241;SOUS-BASSIN;124.424240;0.024554;5;33;0.330000;-72.14003;45.65513
3242;SOUS-BASSIN;197.181213;0.058799;8;149;1.490000;-72.16245;45.65121
3243;SOUS-BASSIN;164.640442;0.050033;2;89;0.890000;-72.15498;45.64752
3244;SOUS-BASSIN;244.074997;0.056448;1;120;1.200000;-72.17669;45.64585
3245;SOUS-BASSIN;179.297089;0.042492;2;754;7.540000;-72.15231;45.63680
3246;SOUS-BASSIN;138.346222;0.035344;5;569;5.690000;-72.11968;45.64245
3247;SOUS-BASSIN;126.423080;0.034502;3;26;0.260000;-72.10997;45.62131
3248;SOUS-BASSIN;130.361115;0.029638;6;72;0.720000;-72.10584;45.62947
3249;SOUS-BASSIN;206.604416;0.097428;5;680;6.800000;-72.07360;45.64148
3250;SOUS-BASSIN;161.806519;0.089324;8;460;4.600000;-72.08313;45.64855
3251;SOUS-BASSIN;217.259399;0.066085;5;505;5.050000;-72.03883;45.68238
3252;SOUS-BASSIN;187.932434;0.057350;8;296;2.960000;-72.05377;45.68721
3253;SOUS-BASSIN;241.889404;0.072387;5;859;8.590000;-72.02443;45.70605
3254;SOUS-BASSIN;244.151779;0.062312;3;112;1.120000;-72.05291;45.65812
3255;SOUS-BASSIN;215.541672;0.063572;5;96;0.960000;-72.04725;45.66594
3256;SOUS-BASSIN;230.833328;0.042900;4;12;0.120000;-72.04270;45.66064
3257;SOUS-BASSIN;200.554962;0.061938;2;1856;18.559999;-72.08554;45.59717
3258;SOUS-BASSIN;178.263199;0.057322;6;1117;11.170000;-72.06386;45.61791
3259;SOUS-BASSIN;188.591003;0.030398;5;511;5.110000;-72.00916;45.61055
3260;SOUS-BASSIN;193.289337;0.040319;8;591;5.910000;-72.03575;45.61646
3261;SOUS-BASSIN;219.682098;0.032909;5;497;4.970000;-72.01859;45.65039
