RESUMER ZONES HYDROTEL VERSION;4.1.2.0000

UHRH ID; TYPE; ALTITUDE MOYENNE (m); PENTE MOYENNE; ORIENTATION MOYENNE; NB PIXEL; SUPERFICIE (km2); LONGITUDE; LATITUDE
2071;SOUS-BASSIN;109.717949;0.007792;8;39;0.390000;-71.92608;46.29541
2072;SOUS-BASSIN;87.833336;0.011756;6;6;0.060000;-72.01900;46.25105
2073;SOUS-BASSIN;92.030304;0.010197;6;33;0.330000;-72.01447;46.25319
2074;SOUS-BASSIN;89.833336;0.012668;5;6;0.060000;-72.01205;46.25063
2075;SOUS-BASSIN;93.246269;0.006187;3;134;1.340000;-72.01593;46.24164
2076;SOUS-BASSIN;91.702126;0.006856;6;47;0.470000;-72.00959;46.25224
2077;SOUS-BASSIN;89.000000;0.005003;7;1;0.010000;-72.00682;46.25002
2078;SOUS-BASSIN;95.648354;0.007258;6;91;0.910000;-72.00034;46.25573
2079;SOUS-BASSIN;101.462990;0.009471;4;743;7.430000;-72.00222;46.21800
2080;SOUS-BASSIN;91.972221;0.010172;6;72;0.720000;-71.99881;46.24928
2081;SOUS-BASSIN;110.641411;0.008514;4;1874;18.740000;-71.92433;46.24843
2082;SOUS-BASSIN;100.606522;0.010249;7;920;9.200000;-71.95929;46.26387
2083;SOUS-BASSIN;108.344299;0.007100;4;456;4.560000;-71.88792;46.29108
2084;SOUS-BASSIN;114.768707;0.008374;7;1617;16.170000;-71.88209;46.31356
2085;SOUS-BASSIN;123.978806;0.009756;4;1321;13.210000;-71.77686;46.31934
2086;SOUS-BASSIN;123.187912;0.006415;6;4518;45.180000;-71.79545;46.34602
2087;SOUS-BASSIN;142.561111;0.008044;4;4541;45.410000;-71.65167;46.33639
2088;SOUS-BASSIN;133.151093;0.005405;7;1820;18.200001;-71.65905;46.36288
2089;SOUS-BASSIN;140.455124;0.004540;3;156;1.560000;-71.56676;46.37447
2090;SOUS-BASSIN;157.839417;0.010314;4;1837;18.370001;-71.51430;46.37129
2091;SOUS-BASSIN;154.567566;0.010859;4;740;7.400000;-71.52293;46.36124
2092;SOUS-BASSIN;152.371292;0.006712;3;1010;10.100000;-71.57563;46.34087
2093;SOUS-BASSIN;141.579086;0.005774;6;373;3.730000;-71.56278;46.36471
2094;SOUS-BASSIN;192.840408;0.037288;3;1767;17.670000;-71.51505;46.32093
2095;SOUS-BASSIN;182.681107;0.031151;5;1408;14.080000;-71.49876;46.33463
2096;SOUS-BASSIN;204.547699;0.058979;4;283;2.830000;-71.42537;46.32498
2097;SOUS-BASSIN;203.730774;0.033191;7;728;7.280000;-71.43424;46.33182
2098;SOUS-BASSIN;228.979797;0.038497;4;99;0.990000;-71.38392;46.32080
2099;SOUS-BASSIN;233.568375;0.034859;6;234;2.340000;-71.38508;46.33117
2100;SOUS-BASSIN;264.646698;0.044942;5;1002;10.020000;-71.35038;46.33000
2101;SOUS-BASSIN;262.878265;0.060105;2;846;8.460000;-71.40422;46.29737
2102;SOUS-BASSIN;222.721970;0.034710;5;428;4.280000;-71.38649;46.31074
2103;SOUS-BASSIN;319.115723;0.093875;3;1158;11.580000;-71.31250;46.29559
2104;SOUS-BASSIN;277.827972;0.065022;7;1552;15.520000;-71.31453;46.31516
2105;SOUS-BASSIN;425.809235;0.099250;3;1452;14.520000;-71.18400;46.26961
2106;SOUS-BASSIN;451.903015;0.095679;6;4021;40.209999;-71.18738;46.29724
2107;SOUS-BASSIN;494.775543;0.074633;5;695;6.950000;-71.12475;46.25892
2108;SOUS-BASSIN;360.677094;0.074890;1;1632;16.320000;-71.27230;46.26333
2109;SOUS-BASSIN;367.088135;0.085069;5;1543;15.430000;-71.23255;46.27091
2110;SOUS-BASSIN;354.958954;0.109941;2;658;6.580000;-71.22021;46.22241
2111;SOUS-BASSIN;429.645386;0.092214;5;5124;51.240002;-71.17222;46.22059
2112;SOUS-BASSIN;424.343109;0.080158;3;239;2.390000;-71.20684;46.19953
2113;SOUS-BASSIN;460.692688;0.086505;2;2037;20.370001;-71.25954;46.21240
2114;SOUS-BASSIN;393.185425;0.086026;5;631;6.310000;-71.23615;46.21897
2115;SOUS-BASSIN;513.087646;0.079366;3;673;6.730000;-71.22433;46.18133
2116;SOUS-BASSIN;268.918915;0.081592;2;74;0.740000;-71.38197;46.28983
2117;SOUS-BASSIN;233.728256;0.054497;5;92;0.920000;-71.36783;46.29383
2118;SOUS-BASSIN;289.324615;0.085205;3;268;2.680000;-71.35694;46.27136
2119;SOUS-BASSIN;321.396118;0.089797;5;1439;14.390000;-71.32865;46.28512
2120;SOUS-BASSIN;401.686951;0.079057;4;2910;29.100000;-71.31819;46.23764
2121;SOUS-BASSIN;388.863983;0.086123;2;4426;44.259998;-71.38893;46.21771
2122;SOUS-BASSIN;343.767700;0.111160;5;1356;13.560000;-71.36610;46.24361
2123;SOUS-BASSIN;465.934937;0.096265;3;1921;19.209999;-71.33945;46.17535
2124;SOUS-BASSIN;450.270416;0.116881;5;3014;30.139999;-71.30117;46.18884
2125;SOUS-BASSIN;396.285706;0.095133;3;63;0.630000;-71.32293;46.18690
2126;SOUS-BASSIN;230.639282;0.031857;8;2617;26.170000;-71.50056;46.28225
2127;SOUS-BASSIN;249.520493;0.049312;4;2855;28.549999;-71.44460;46.28218
2128;SOUS-BASSIN;229.619720;0.060377;3;71;0.710000;-71.47623;46.24499
2129;SOUS-BASSIN;246.386368;0.063196;5;176;1.760000;-71.47126;46.25098
2130;SOUS-BASSIN;333.500793;0.079970;4;1863;18.629999;-71.44064;46.23214
2131;SOUS-BASSIN;211.193375;0.053599;1;181;1.810000;-71.49920;46.24540
2132;SOUS-BASSIN;238.496262;0.094168;4;268;2.680000;-71.48965;46.23928
2133;SOUS-BASSIN;256.692017;0.043851;7;815;8.150000;-71.54348;46.25194
2134;SOUS-BASSIN;276.923950;0.047841;2;2380;23.799999;-71.58590;46.24669
2135;SOUS-BASSIN;269.431824;0.046108;6;44;0.440000;-71.57269;46.26152
2136;SOUS-BASSIN;192.666672;0.015224;7;6;0.060000;-71.50742;46.23267
2137;SOUS-BASSIN;228.240738;0.107221;4;54;0.540000;-71.50289;46.22925
2138;SOUS-BASSIN;248.853409;0.060556;8;191;1.910000;-71.52823;46.23216
2139;SOUS-BASSIN;194.317078;0.032806;3;41;0.410000;-71.51874;46.22813
2140;LAC;191.401428;0.029755;3;279;2.790000;-71.54365;46.20502
2141;SOUS-BASSIN;268.381409;0.064467;8;936;9.360000;-71.55539;46.21721
2142;SOUS-BASSIN;287.621674;0.084871;4;1089;10.890000;-71.52983;46.19557
2143;SOUS-BASSIN;219.814819;0.061593;1;54;0.540000;-71.56649;46.18922
2144;SOUS-BASSIN;212.432983;0.050196;2;97;0.970000;-71.56200;46.18213
2145;SOUS-BASSIN;324.977051;0.085788;5;828;8.280000;-71.52857;46.17066
2146;SOUS-BASSIN;266.972961;0.087205;7;185;1.850000;-71.57833;46.18093
2147;SOUS-BASSIN;318.523499;0.063687;2;1553;15.530000;-71.62695;46.17442
2148;SOUS-BASSIN;306.904114;0.072978;7;73;0.730000;-71.59586;46.18547
2149;SOUS-BASSIN;227.987808;0.065406;1;246;2.460000;-71.57236;46.16336
2150;SOUS-BASSIN;291.066772;0.079645;4;644;6.440000;-71.54959;46.15582
2151;LAC;196.352234;0.023732;4;582;5.820000;-71.56890;46.12131
2152;SOUS-BASSIN;263.733093;0.095963;2;547;5.470000;-71.57362;46.10518
2153;SOUS-BASSIN;232.054794;0.061323;1;73;0.730000;-71.59476;46.13809
2154;SOUS-BASSIN;290.471130;0.086248;6;970;9.700000;-71.55336;46.12870
2155;SOUS-BASSIN;241.716278;0.070083;7;215;2.150000;-71.58405;46.15551
2156;SOUS-BASSIN;195.000000;0.009574;3;2;0.020000;-71.54971;46.10048
2157;SOUS-BASSIN;199.184616;0.006762;3;65;0.650000;-71.53483;46.09681
2158;SOUS-BASSIN;344.436859;0.066925;6;2241;22.410000;-71.51537;46.12751
2159;SOUS-BASSIN;311.930328;0.075596;1;488;4.880000;-71.55338;46.07460
2160;SOUS-BASSIN;255.660431;0.075137;4;321;3.210000;-71.53416;46.07696
2161;SOUS-BASSIN;360.468750;0.069663;8;352;3.520000;-71.56672;46.06047
2162;SOUS-BASSIN;425.703064;0.065072;2;1758;17.580000;-71.59884;46.04851
2163;SOUS-BASSIN;407.628326;0.064026;8;339;3.390000;-71.59041;46.06280
2164;SOUS-BASSIN;327.701385;0.089727;1;144;1.440000;-71.55035;46.04439
2165;SOUS-BASSIN;355.057831;0.090548;5;467;4.670000;-71.53328;46.04786
2166;SOUS-BASSIN;424.418518;0.075528;2;2191;21.910000;-71.55487;46.01781
2167;SOUS-BASSIN;199.625000;0.011564;2;8;0.080000;-71.51929;46.08923
2168;SOUS-BASSIN;240.805557;0.067740;6;36;0.360000;-71.51342;46.09288
2169;LAC;198.746841;0.017010;4;158;1.580000;-71.50173;46.08371
2170;SOUS-BASSIN;358.333527;0.077887;6;1655;16.549999;-71.48104;46.10816
2171;SOUS-BASSIN;305.701752;0.082117;3;912;9.120000;-71.51268;46.06845
2172;SOUS-BASSIN;201.600006;0.007710;3;5;0.050000;-71.48418;46.07609
2173;SOUS-BASSIN;202.311111;0.013890;5;45;0.450000;-71.48298;46.07979
2174;SOUS-BASSIN;389.341522;0.087771;5;773;7.730000;-71.43307;46.09196
2175;SOUS-BASSIN;420.322479;0.093852;6;1352;13.520000;-71.44343;46.10613
2176;SOUS-BASSIN;364.151520;0.107876;6;33;0.330000;-71.43667;46.09657
2177;SOUS-BASSIN;297.932373;0.117122;2;281;2.810000;-71.48762;46.06403
2178;SOUS-BASSIN;258.396179;0.053655;5;419;4.190000;-71.46011;46.07021
2179;SOUS-BASSIN;284.144165;0.066476;3;1408;14.080000;-71.43103;46.02538
2180;SOUS-BASSIN;290.939087;0.050179;6;2003;20.030001;-71.42822;46.05425
2181;SOUS-BASSIN;236.789474;0.015931;4;95;0.950000;-71.38441;46.03544
2182;SOUS-BASSIN;246.252579;0.027130;7;194;1.940000;-71.39086;46.04293
2183;SOUS-BASSIN;314.389587;0.047517;7;788;7.880000;-71.37678;46.06721
2184;SOUS-BASSIN;294.179321;0.058975;1;329;3.290000;-71.39363;46.05970
2185;SOUS-BASSIN;431.891052;0.077210;7;1386;13.860000;-71.39615;46.09808
2186;SOUS-BASSIN;345.731262;0.128644;4;480;4.800000;-71.34381;46.04256
2187;SOUS-BASSIN;275.445587;0.051823;7;294;2.940000;-71.35864;46.05255
2188;SOUS-BASSIN;390.955902;0.054678;7;1111;11.110000;-71.35850;46.09596
2189;SOUS-BASSIN;292.437866;0.027348;1;169;1.690000;-71.35439;46.06718
2190;SOUS-BASSIN;343.048401;0.059920;8;124;1.240000;-71.36493;46.08120
2191;SOUS-BASSIN;359.605743;0.077284;4;1778;17.780001;-71.30310;46.06897
2192;SOUS-BASSIN;399.228729;0.073891;8;2597;25.969999;-71.33719;46.11124
2193;SOUS-BASSIN;321.521729;0.021158;5;23;0.230000;-71.29081;46.10414
2194;SOUS-BASSIN;329.277771;0.032312;8;90;0.900000;-71.30124;46.10605
2195;SOUS-BASSIN;464.592682;0.082772;7;1424;14.240000;-71.30401;46.12927
2196;SOUS-BASSIN;396.295929;0.045372;4;3075;30.750000;-71.24716;46.08369
2197;SOUS-BASSIN;338.463715;0.025035;7;496;4.960000;-71.26960;46.11234
2198;SOUS-BASSIN;414.304962;0.082323;8;705;7.050000;-71.25519;46.14052
2199;SOUS-BASSIN;343.092102;0.014147;2;76;0.760000;-71.25632;46.12235
2200;SOUS-BASSIN;501.096802;0.084700;7;878;8.780000;-71.28516;46.14963
2201;SOUS-BASSIN;335.000000;0.006769;4;4;0.040000;-71.24067;46.12091
2202;SOUS-BASSIN;336.444458;0.011351;7;9;0.090000;-71.24197;46.12268
2203;SOUS-BASSIN;399.591858;0.048961;6;1595;15.950000;-71.21701;46.13162
2204;SOUS-BASSIN;295.441620;0.099349;3;274;2.740000;-71.38956;46.02138
2205;SOUS-BASSIN;283.204590;0.153468;5;611;6.110000;-71.36385;46.02780
2206;SOUS-BASSIN;292.303802;0.081988;5;79;0.790000;-71.36147;46.01497
2207;SOUS-BASSIN;252.047623;0.076081;5;21;0.210000;-71.36590;46.01770
2208;SOUS-BASSIN;373.198761;0.139209;1;322;3.220000;-71.38717;46.00731
2209;SOUS-BASSIN;285.779266;0.077967;5;222;2.220000;-71.36124;46.00907
2210;SOUS-BASSIN;327.885284;0.080792;4;1482;14.820000;-71.34522;45.98664
2211;SOUS-BASSIN;312.799011;0.082287;1;2030;20.299999;-71.49316;46.02770
2212;SOUS-BASSIN;241.734894;0.055435;5;811;8.110000;-71.46299;46.02154
2213;SOUS-BASSIN;345.456055;0.066070;8;842;8.420000;-71.50429;45.99767
2214;SOUS-BASSIN;319.651337;0.071840;3;522;5.220000;-71.47855;45.97918
2215;SOUS-BASSIN;423.555542;0.095759;1;756;7.560000;-71.53652;45.98834
2216;SOUS-BASSIN;395.025330;0.089025;2;237;2.370000;-71.52444;45.97536
2217;SOUS-BASSIN;450.493164;0.098179;2;73;0.730000;-71.53791;45.97913
2218;SOUS-BASSIN;385.679108;0.080935;1;455;4.550000;-71.52373;45.96618
2219;SOUS-BASSIN;332.854523;0.062708;5;543;5.430000;-71.48894;45.96404
2220;SOUS-BASSIN;301.892853;0.005456;2;28;0.280000;-71.50162;45.95046
2221;SOUS-BASSIN;320.584808;0.031530;5;171;1.710000;-71.49200;45.95339
2222;SOUS-BASSIN;359.738586;0.040280;3;241;2.410000;-71.48375;45.93251
2223;SOUS-BASSIN;340.862610;0.065795;5;131;1.310000;-71.48066;45.94577
2224;SOUS-BASSIN;347.156616;0.041999;4;83;0.830000;-71.47437;45.93727
2225;SOUS-BASSIN;393.111755;0.053248;1;519;5.190000;-71.51903;45.92426
2226;SOUS-BASSIN;384.273712;0.033709;3;738;7.380000;-71.50159;45.91932
2227;SOUS-BASSIN;447.346161;0.067204;1;104;1.040000;-71.54136;45.90773
2228;SOUS-BASSIN;380.726837;0.067369;8;216;2.160000;-71.52742;45.95597
2229;SOUS-BASSIN;304.722229;0.015761;3;72;0.720000;-71.50823;45.94922
2230;SOUS-BASSIN;395.101776;0.077391;8;226;2.260000;-71.53636;45.95088
2231;SOUS-BASSIN;401.312744;0.058688;2;518;5.180000;-71.53912;45.93078
2232;SOUS-BASSIN;430.216858;0.063554;1;415;4.150000;-71.55578;45.94279
2233;SOUS-BASSIN;332.642853;0.030660;1;14;0.140000;-71.52035;45.94265
2234;SOUS-BASSIN;371.294128;0.031087;3;238;2.380000;-71.52139;45.93053
2235;SOUS-BASSIN;360.909088;0.030696;2;44;0.440000;-71.52491;45.93515
2236;SOUS-BASSIN;303.815796;0.113795;3;342;3.420000;-71.45727;45.98101
2237;SOUS-BASSIN;290.000000;0.093728;6;560;5.600000;-71.43829;45.99966
2238;SOUS-BASSIN;338.117035;0.130055;5;94;0.940000;-71.42093;45.99141
2239;SOUS-BASSIN;354.221313;0.118143;7;122;1.220000;-71.42295;45.99666
2240;SOUS-BASSIN;483.466675;0.087112;5;60;0.600000;-71.40819;45.99883
2241;SOUS-BASSIN;343.522644;0.081240;1;949;9.490000;-71.45248;45.95853
2242;SOUS-BASSIN;358.329956;0.060600;4;3355;33.549999;-71.44726;45.93259
2243;SOUS-BASSIN;371.770477;0.084625;2;61;0.610000;-71.46706;45.93068
2244;SOUS-BASSIN;240.170731;0.052005;1;82;0.820000;-71.55076;46.09198
2245;SOUS-BASSIN;263.787140;0.057079;2;202;2.020000;-71.55136;46.08775
2246;SOUS-BASSIN;378.065369;0.083640;2;306;3.060000;-71.57677;46.08275
2247;SOUS-BASSIN;337.146545;0.078459;1;2279;22.790001;-71.63151;46.13030
2248;SOUS-BASSIN;244.783218;0.071581;4;143;1.430000;-71.58876;46.11983
2249;SOUS-BASSIN;394.489777;0.094274;2;2446;24.459999;-71.62257;46.09312
2250;SOUS-BASSIN;284.577393;0.064905;7;336;3.360000;-71.60077;46.15996
2251;SOUS-BASSIN;268.286987;0.091356;1;338;3.380000;-71.60651;46.14835
2252;SOUS-BASSIN;338.390320;0.070494;1;392;3.920000;-71.63368;46.15940
2253;SOUS-BASSIN;290.508667;0.050605;8;2766;27.660000;-71.62464;46.20869
2254;SOUS-BASSIN;273.886536;0.070822;2;564;5.640000;-71.59216;46.19461
2255;SOUS-BASSIN;309.000000;0.034670;2;12;0.120000;-71.62551;46.18434
2256;SOUS-BASSIN;382.104370;0.091535;3;3986;39.860001;-71.47038;46.16460
2257;SOUS-BASSIN;372.046631;0.077973;5;3945;39.450001;-71.44194;46.18988
2258;SOUS-BASSIN;510.277466;0.089122;4;883;8.830000;-71.39178;46.13622
2259;SOUS-BASSIN;154.099380;0.011637;4;161;1.610000;-71.53265;46.34607
2260;SOUS-BASSIN;151.780899;0.008294;6;178;1.780000;-71.53534;46.35155
2261;SOUS-BASSIN;163.360001;0.010344;5;25;0.250000;-71.51505;46.35047
2262;SOUS-BASSIN;118.151489;0.008134;4;1208;12.080000;-71.83235;46.29193
2263;SOUS-BASSIN;119.367256;0.010608;7;452;4.520000;-71.82119;46.30592
2264;SOUS-BASSIN;130.634033;0.006630;4;623;6.230000;-71.74997;46.30930
2265;SOUS-BASSIN;124.857758;0.007435;7;232;2.320000;-71.76339;46.31639
2266;SOUS-BASSIN;132.981598;0.007486;4;163;1.630000;-71.72628;46.31850
2267;SOUS-BASSIN;141.303192;0.019586;3;1471;14.710000;-71.76355;46.26049
2268;SOUS-BASSIN;132.475357;0.006976;5;2760;27.600000;-71.74481;46.28456
2269;SOUS-BASSIN;198.034210;0.035370;4;4210;42.099998;-71.63204;46.28088
2270;SOUS-BASSIN;172.132523;0.018996;6;3486;34.860001;-71.61079;46.30253
2271;SOUS-BASSIN;253.229996;0.040961;3;700;7.000000;-71.54603;46.27390
2272;SOUS-BASSIN;190.147064;0.039488;3;408;4.080000;-71.70721;46.24899
2273;SOUS-BASSIN;163.917130;0.034370;5;181;1.810000;-71.70492;46.25855
2274;SOUS-BASSIN;256.408813;0.041264;4;1250;12.500000;-71.65581;46.24386
2275;SOUS-BASSIN;135.374542;0.013265;3;4643;46.430000;-71.83216;46.23814
2276;SOUS-BASSIN;144.938263;0.015552;5;3450;34.500000;-71.79809;46.24942
2277;SOUS-BASSIN;177.164505;0.015842;3;1155;11.550000;-71.77683;46.17659
2278;SOUS-BASSIN;162.601563;0.010954;5;128;1.280000;-71.75416;46.18930
2279;SOUS-BASSIN;171.020401;0.017871;3;49;0.490000;-71.74918;46.17778
2280;SOUS-BASSIN;170.410965;0.014309;5;73;0.730000;-71.74362;46.18322
2281;SOUS-BASSIN;169.000000;0.018029;5;1;0.010000;-71.74123;46.17930
2282;SOUS-BASSIN;170.000000;0.022361;7;1;0.010000;-71.74128;46.18020
2283;SOUS-BASSIN;175.842102;0.016041;2;19;0.190000;-71.74639;46.17467
2284;SOUS-BASSIN;260.521851;0.048186;4;709;7.090000;-71.69751;46.17718
2285;SOUS-BASSIN;240.156815;0.044596;6;440;4.400000;-71.70234;46.18740
2286;SOUS-BASSIN;278.566681;0.078971;4;30;0.300000;-71.68743;46.18132
2287;SOUS-BASSIN;184.809860;0.015993;2;142;1.420000;-71.75252;46.16762
2288;SOUS-BASSIN;249.595932;0.055074;5;589;5.890000;-71.70903;46.16739
2289;SOUS-BASSIN;301.769775;0.083136;4;2376;23.760000;-71.71010;46.14887
2290;SOUS-BASSIN;228.064072;0.047221;4;1545;15.450000;-71.70142;46.20382
2291;SOUS-BASSIN;207.200836;0.044977;7;1429;14.290000;-71.70555;46.22087
2292;SOUS-BASSIN;291.284485;0.040740;5;116;1.160000;-71.65308;46.22463
2293;SOUS-BASSIN;106.900093;0.011709;3;1061;10.610000;-71.97217;46.22377
2294;SOUS-BASSIN;106.154823;0.007107;5;788;7.880000;-71.95301;46.23727
2295;SOUS-BASSIN;120.785713;0.005467;3;14;0.140000;-71.93713;46.22046
2296;SOUS-BASSIN;83.593750;0.008432;5;32;0.320000;-72.06307;46.23778
2297;SOUS-BASSIN;94.543747;0.008638;8;320;3.200000;-72.07944;46.24024
2298;SOUS-BASSIN;96.339409;0.005115;8;713;7.130000;-72.06977;46.26016
2299;SOUS-BASSIN;91.209824;0.006629;3;224;2.240000;-72.05167;46.21938
2300;SOUS-BASSIN;93.454117;0.005635;5;425;4.250000;-72.03118;46.22718
2301;SOUS-BASSIN;95.253426;0.005754;4;292;2.920000;-72.02729;46.21445
2302;SOUS-BASSIN;91.201302;0.006631;3;616;6.160000;-72.06465;46.19198
2303;SOUS-BASSIN;89.366226;0.006582;6;456;4.560000;-72.06023;46.20489
2304;SOUS-BASSIN;127.069077;0.010464;4;6326;63.259998;-71.93372;46.17205
2305;SOUS-BASSIN;107.317764;0.009196;6;1756;17.559999;-71.97692;46.20273
2306;SOUS-BASSIN;134.245132;0.011851;4;2003;20.030001;-71.85964;46.20770
2307;SOUS-BASSIN;122.518349;0.006303;7;872;8.720000;-71.88428;46.22489
2308;SOUS-BASSIN;132.041672;0.013432;7;24;0.240000;-71.84144;46.24536
2309;SOUS-BASSIN;108.768021;0.005897;3;1082;10.820000;-72.02472;46.15706
2310;SOUS-BASSIN;101.834862;0.008194;5;436;4.360000;-72.01753;46.17384
2311;SOUS-BASSIN;125.683395;0.009559;4;777;7.770000;-71.98459;46.14576
2312;SOUS-BASSIN;88.458717;0.012810;3;109;1.090000;-72.09871;46.18599
2313;SOUS-BASSIN;94.029762;0.006840;5;672;6.720000;-72.06947;46.17828
2314;SOUS-BASSIN;93.861115;0.007239;8;36;0.360000;-72.09860;46.18001
2315;SOUS-BASSIN;91.500000;0.010001;2;10;0.100000;-72.09426;46.17838
2316;SOUS-BASSIN;95.421051;0.007685;2;19;0.190000;-72.09891;46.17564
2317;SOUS-BASSIN;97.820084;0.009885;2;239;2.390000;-72.09029;46.16330
2318;SOUS-BASSIN;97.484779;0.005685;5;427;4.270000;-72.07002;46.16498
2319;SOUS-BASSIN;106.277008;0.005239;4;1444;14.440000;-72.06284;46.14133
2320;SOUS-BASSIN;79.216515;0.010162;3;545;5.450000;-72.17742;46.17749
2321;SOUS-BASSIN;82.441055;0.012732;6;492;4.920000;-72.16174;46.18856
2322;SOUS-BASSIN;84.166664;0.008315;3;12;0.120000;-72.14666;46.17312
2323;SOUS-BASSIN;82.647057;0.005723;6;17;0.170000;-72.14447;46.17727
2324;SOUS-BASSIN;96.740349;0.005554;4;285;2.850000;-72.11485;46.15895
2325;SOUS-BASSIN;84.681816;0.005218;6;88;0.880000;-72.13316;46.17798
2326;SOUS-BASSIN;96.528847;0.006513;4;312;3.120000;-72.11037;46.16487
2327;SOUS-BASSIN;92.690475;0.005053;2;84;0.840000;-72.14339;46.16016
2328;SOUS-BASSIN;91.719391;0.006124;4;196;1.960000;-72.13495;46.16451
2329;SOUS-BASSIN;95.750000;0.003969;5;36;0.360000;-72.13121;46.15662
2330;SOUS-BASSIN;90.583069;0.005230;2;319;3.190000;-72.16039;46.15689
2331;SOUS-BASSIN;90.219421;0.006412;4;278;2.780000;-72.15263;46.15951
2332;SOUS-BASSIN;99.988701;0.004238;5;177;1.770000;-72.12080;46.14197
2333;SOUS-BASSIN;95.363640;0.003919;7;44;0.440000;-72.13997;46.15097
2334;SOUS-BASSIN;99.812080;0.004703;5;298;2.980000;-72.11569;46.14764
2335;SOUS-BASSIN;95.666664;0.005233;1;9;0.090000;-72.14642;46.14235
2336;SOUS-BASSIN;104.603745;0.003900;4;588;5.880000;-72.09635;46.12625
2337;SOUS-BASSIN;101.738899;0.004287;4;563;5.630000;-72.12040;46.12794
2338;SOUS-BASSIN;80.775642;0.010181;1;468;4.680000;-72.22118;46.17753
2339;SOUS-BASSIN;89.915657;0.005837;4;2478;24.780001;-72.18017;46.14305
2340;SOUS-BASSIN;80.522987;0.004930;3;174;1.740000;-72.21244;46.16473
2341;SOUS-BASSIN;71.232559;0.017260;2;43;0.430000;-72.27984;46.18773
2342;SOUS-BASSIN;77.963097;0.008418;4;1138;11.380000;-72.25867;46.17375
2343;SOUS-BASSIN;79.028252;0.013491;2;354;3.540000;-72.28866;46.17983
2344;SOUS-BASSIN;25.064516;0.012241;4;31;0.310000;-72.41267;46.32299
2345;SOUS-BASSIN;22.727272;0.012663;3;11;0.110000;-72.41636;46.32449
2346;SOUS-BASSIN;16.679245;0.005710;2;53;0.530000;-72.42947;46.33003
2347;SOUS-BASSIN;16.230770;0.005513;5;13;0.130000;-72.42517;46.33309
2348;SOUS-BASSIN;17.529411;0.007046;3;17;0.170000;-72.42232;46.32881
2349;SOUS-BASSIN;16.000000;0.010001;1;1;0.010000;-72.43386;46.33608
2350;SOUS-BASSIN;16.666666;0.004169;4;3;0.030000;-72.43212;46.33583
2351;SOUS-BASSIN;16.166666;0.007751;3;6;0.060000;-72.43246;46.33447
2352;SOUS-BASSIN;15.000000;0.003334;1;3;0.030000;-72.44266;46.35892
2353;SOUS-BASSIN;15.071428;0.003184;3;14;0.140000;-72.44097;46.35766
2354;SOUS-BASSIN;15.846154;0.003701;1;26;0.260000;-72.44951;46.35766
2355;SOUS-BASSIN;18.797979;0.006374;2;297;2.970000;-72.53060;46.29149
2356;SOUS-BASSIN;16.147058;0.005820;5;68;0.680000;-72.52954;46.30344
2357;SOUS-BASSIN;16.438597;0.004531;5;57;0.570000;-72.51572;46.30078
2358;SOUS-BASSIN;14.888889;0.003891;8;9;0.090000;-72.52154;46.29841
2359;SOUS-BASSIN;16.729166;0.003801;7;48;0.480000;-72.52015;46.30418
2360;SOUS-BASSIN;20.100672;0.005504;3;149;1.490000;-72.51868;46.28349
2361;SOUS-BASSIN;16.629629;0.004704;6;27;0.270000;-72.51296;46.29517
2362;LAC;14.986263;0.002893;5;364;3.640000;-72.47654;46.30459
2363;SOUS-BASSIN;18.014975;0.005618;8;601;6.010000;-72.49217;46.31005
2364;SOUS-BASSIN;29.607143;0.008143;4;1344;13.440000;-72.43893;46.29755
2365;SOUS-BASSIN;17.551020;0.008184;4;98;0.980000;-72.49201;46.29115
2366;SOUS-BASSIN;15.333333;0.004857;2;3;0.030000;-72.51025;46.29115
2367;SOUS-BASSIN;15.000000;0.002500;3;1;0.010000;-72.50627;46.28978
2368;SOUS-BASSIN;23.388741;0.005954;2;373;3.730000;-72.50551;46.27497
2369;SOUS-BASSIN;27.121693;0.005980;4;567;5.670000;-72.48622;46.27146
2370;SOUS-BASSIN;42.826210;0.007882;4;702;7.020000;-72.46925;46.24434
2371;SOUS-BASSIN;25.497890;0.007558;2;237;2.370000;-72.47490;46.27980
2372;SOUS-BASSIN;31.150684;0.006722;5;657;6.570000;-72.45401;46.28137
2373;SOUS-BASSIN;46.176743;0.007420;3;215;2.150000;-72.45607;46.24809
2374;SOUS-BASSIN;45.618473;0.008006;4;249;2.490000;-72.44314;46.25269
2375;SOUS-BASSIN;44.930637;0.008980;4;173;1.730000;-72.45185;46.25091
2376;SOUS-BASSIN;40.721649;0.008044;3;97;0.970000;-72.44203;46.26138
2377;SOUS-BASSIN;39.963413;0.005253;5;246;2.460000;-72.43477;46.26931
2378;SOUS-BASSIN;49.468037;0.005762;3;438;4.380000;-72.42815;46.24962
2379;SOUS-BASSIN;15.000000;0.002500;5;1;0.010000;-72.45128;46.32386
2380;SOUS-BASSIN;15.000000;0.002500;8;13;0.130000;-72.45419;46.32404
2381;SOUS-BASSIN;15.000000;0.002500;8;5;0.050000;-72.45426;46.32575
2382;SOUS-BASSIN;15.483871;0.003897;6;31;0.310000;-72.45087;46.32871
2383;SOUS-BASSIN;21.445860;0.007471;4;157;1.570000;-72.43186;46.31537
2384;SOUS-BASSIN;16.398306;0.003879;6;118;1.180000;-72.44057;46.32556
