region,station,troncon,meandre,LN24HA,MG24HA,MG24HI,MG24HK,MG24HQ,MG24HS,ens_med,meilleur_membre
slno,50915,SLNO00019,0.45398219480049584,0.7763176921589378,0.7581837110336539,0.7561798254360231,0.6501211929724513,0.5998326505273782,0.5755781474496173,0.7500270173369334,0.7763176921589378
slno,52601,SLNO00501,0.6609018689858123,0.8917499335876138,0.8736145152823515,0.8350447912857673,0.8260911200831074,0.9046809143817942,0.8813589155611439,0.8811787747717734,0.9046809143817942
slno,50916,SLNO00029,0.6706505734496433,0.5708800550683104,0.5566896547747437,0.6612882440837617,0.7150897034745767,0.8060809880860504,0.7309076227584891,0.6961272284339575,0.8060809880860504
slno,51502,SLNO00094,0.602399181607659,0.8449846442685391,0.8891887514129497,0.8533798423536042,0.8597599612504954,0.8507368657818272,0.8294377458684219,0.8977569841311765,0.8891887514129497
slno,51305,SLNO00199,0.4583797082877792,0.7031076399745391,0.6978800751596881,0.8003010760379251,0.7994986398308923,0.6859485711372699,0.7138954220426674,0.7939138790052355,0.8003010760379251
slno,54001,SLNO00341,0.6045884867179911,0.4438230529738363,0.40573054825385757,0.42897578677193293,0.13813631045185548,-0.09468109539226854,-0.6598264008257053,0.37984803280911505,0.4438230529738363
slno,50408,SLNO03245,0.7695972898160867,0.7730919221519403,0.7675595513696784,0.7827146764636019,0.8057728038391252,0.8336103397711214,0.7916759443149703,0.8133264648943769,0.8336103397711214
slno,50812,SLNO00460,0.7410490728401578,0.49345709908898594,0.4709682590865386,0.7024449111132514,0.7082899191543683,0.7606366067060277,0.5765342779500644,0.7377395156087884,0.7606366067060277
outv,40406,OUTV00460,0.35710757229791046,0.7337714303501732,0.7123268114536291,0.6224579978676529,0.6450183499514077,0.7530648324860385,0.8420607448668092,0.7005449036366257,0.8420607448668092
outv,40204,OUTV00034,0.6543945532295762,0.8699075222788006,0.8982556893381611,0.8611723926737613,0.8966301718506374,0.7964842384099731,0.8149301238003672,0.8930340092727683,0.8982556893381611
outv,46709,OUTV03406,0.5950294998747068,0.6900999242222863,0.6235094398738796,0.49933443239315556,0.41631431354159953,0.3179013639768554,0.11581760178867384,0.48509366505398654,0.6900999242222863
outv,40840,OUTV02212,0.5929423457503559,0.8897929319892439,0.8848209212140979,0.7822864751780352,0.8288785497913207,0.8286405735790769,0.8536374257596049,0.8818825406929568,0.8897929319892439
outv,40238,OUTV00234,0.6663087135927582,0.8424162657733814,0.8633718920035384,0.871133084954063,0.9049079888514385,0.8342530058901755,0.8202769249640265,0.8899390253537475,0.9049079888514385
outv,40110,OUTV03263,0.5849945531509964,0.8648838018210757,0.849662818152146,0.859024673289663,0.877954844433859,0.8208916607682151,0.8332046825592284,0.8830193324614919,0.877954844433859
outv,40122,OUTV03291,0.5673994954761776,0.8166410530543575,0.8097756778308961,0.850814171741046,0.8308586336352863,0.8631023747646076,0.8468953430945032,0.8591526985184051,0.8631023747646076
outv,40134,OUTV03356,0.12625522609650908,0.7503396003225712,0.7474996428116509,0.7863098384780396,0.6558645968149251,0.8118765691811269,0.7534936034476832,0.7934255241441455,0.8118765691811269
outv,40129,OUTV03331,0.44640098578250476,0.7265645574610906,0.7267689664161957,0.8247947341266647,0.8376833384550689,0.7581451958063963,0.7987165568568504,0.828833374577507,0.8376833384550689
outv,40841,OUTV02027,0.4792192915790212,0.7558961122915555,0.7365519973421232,0.6494109003578121,0.7071851737096517,0.8052359348785947,0.8475275529816572,0.7362455042370051,0.8475275529816572
outv,46404,OUTV03388,0.5863628791838055,0.6318122664329211,0.5464189462470457,0.08648257720648977,0.20628081520171127,0.14418860586844195,0.2818653200302311,0.3907985121865778,0.6318122664329211
outv,40409,OUTV00561,0.38863156452141656,0.7011253395708696,0.7103884832692458,0.6489811445796239,0.7073356621806407,0.7031578657385424,0.8152852219709106,0.7548700325695231,0.8152852219709106
outv,40830,OUTV01390,0.49636681658547366,0.8493969844672857,0.8955865078425183,0.8142167840432226,0.8525736525843801,0.8512099866159932,0.8385839995190397,0.85325220026095,0.8955865078425183
outv,40212,OUTV00306,0.46771112620269917,0.5490792000761411,0.538725396122101,0.772915047362764,0.8321681624752311,0.7879105185334824,0.6684108026342618,0.7274973599065414,0.8321681624752311
outv,40624,OUTV00742,0.5972021722823494,0.7386344363960089,0.7757490869417241,0.865968339750722,0.8080108554667031,0.7519018337993845,0.6587374406880333,0.8136358363440648,0.865968339750722
outv,40241,OUTV00133,0.5371762656056184,0.8212427497299771,0.8593375951695006,0.8299369868506852,0.8610887505465302,0.7902587848399473,0.7821191402370042,0.8483052475667139,0.8610887505465302
